run,stage,id,true_label,verdict,score,threshold,fired_rules,blocked,action,correct,time_in,time_out,response_time_ms
1,email,gen_phish_011_library.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.674915629,6614.674981525,0.06589599979633931
1,email,gen_phish_012_survey.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.674984063,6614.675041522,0.0574590003452613
1,email,gen_phish_013_convocation.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675043634,6614.675101428,0.057793999985733535
1,email,gen_phish_014_sug.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675103514,6614.675143984,0.040470000385539606
1,email,gen_phish_015_transcript.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,6614.675146113,6614.675196115,0.05000200053473236
1,email,gen_phish_031_ict.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.67519824,6614.675254859,0.05661900013365084
1,email,gen_phish_032_bursary.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.67525695,6614.67530458,0.04762999924423639
1,email,gen_phish_033_security.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675306648,6614.675355551,0.04890300078841392
1,email,gen_phish_034_registrar.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.67535765,6614.675431874,0.07422400085488334
1,email,gen_phish_035_examsoffice.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,6614.675437745,6614.675534574,0.09682900054031052
1,email,gen_phish_036_scholarship.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675536726,6614.675586715,0.049988999307970516
1,email,gen_phish_037_hostel.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.67558886,6614.675641983,0.0531229998159688
1,email,gen_phish_038_vc.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675644053,6614.675693942,0.04988900036551058
1,email,gen_phish_039_timetable.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675696199,6614.67575215,0.05595099992206087
1,email,gen_phish_040_ictupdate.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,6614.675754253,6614.675842886,0.088632999904803
1,email,gen_phish_041_library.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675846606,6614.675899547,0.052940999921702314
1,email,gen_phish_042_survey.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675901678,6614.675993405,0.0917269999263226
1,email,gen_phish_043_convocation.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.675995483,6614.67605695,0.061466999795811716
1,email,gen_phish_044_sug.eml,phishing,PHISHING,5,4,E1;E2,True,warn_user,True,6614.676059043,6614.676099282,0.040238999645225704
1,email,gen_phish_045_transcript.eml,phishing,PHISHING,7,4,E1;E2;E3,True,warn_user,True,6614.676104883,6614.676159446,0.05456300004880177
1,url,http://crescentuniversity.edu.ng@crescentuni-verify-1.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676161573,6614.676183774,0.022200999410415534
1,url,http://portal-crescentuni.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676186127,6614.676200816,0.01468900063628098
1,url,https://crescent-uni-portal.xyz/docs/view?id=3,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676203006,6614.676214915,0.011909000022569671
1,url,http://login.secure.crescent-id.cf/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676217042,6614.676228877,0.011834999895654619
1,url,http://203.0.113.104:8443/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.67623104,6614.676244713,0.013673000466951635
1,url,http://198.51.100.235/login/verify?id=6,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676247225,6614.676259893,0.012667999726545531
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-7.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676261957,6614.676272927,0.010970000403176527
1,url,http://verify-crescent-uni-verify.work/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676275053,6614.676286979,0.01192600029753521
1,url,https://crescentuni-portal.work/docs/view?id=9,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676289268,6614.676300891,0.011623000318650156
1,url,http://login.secure.crescent-id.gq/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676305132,6614.676317174,0.012041999980283435
1,url,http://198.51.100.192:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676319364,6614.676331804,0.01244000031874748
1,url,http://203.0.113.193/login/verify?id=12,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676333916,6614.676346127,0.012211000466777477
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-13.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676348195,6614.676358996,0.010800999916682485
1,url,http://id-crescentuni-secure.xyz/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676361108,6614.676372778,0.011670000276353676
1,url,https://crescent-portal.ga/docs/view?id=15,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676374919,6614.676385678,0.010758999451354612
1,url,http://login.secure.crescent-uni-id.work/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676387809,6614.67639999,0.012181000784039497
1,url,http://198.51.100.222:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676402145,6614.676414639,0.012493999747675844
1,url,http://198.51.100.204/login/verify?id=18,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676417054,6614.676429427,0.012372999663057271
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-19.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676431567,6614.67644229,0.010722999832069036
1,url,http://id-crescentuni-login.top/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676446489,6614.67645865,0.012161000086052809
1,url,https://crescentuni-portal.work/docs/view?id=21,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676460801,6614.676472543,0.01174200042441953
1,url,http://login.secure.crescent-uni-id.gq/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676474634,6614.676486377,0.011742999959096778
1,url,http://198.51.100.176:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.67648859,6614.676501172,0.012581999726535287
1,url,http://203.0.113.198/login/verify?id=24,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676503245,6614.676515571,0.012325999705353752
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-25.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676517673,6614.676528407,0.01073400017048698
1,url,http://secure-crescentuni-portal.top/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676530674,6614.676542409,0.011735000043699984
1,url,https://crescent-portal.work/docs/view?id=27,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676544525,6614.676556463,0.011938000170630403
1,url,http://login.secure.crescent-id.gq/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676558521,6614.676570233,0.01171200074168155
1,url,http://198.51.100.131:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676572536,6614.676584842,0.012305999916861765
1,url,http://203.0.113.217/login/verify?id=30,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676588981,6614.67660167,0.012688999959209468
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-31.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.67660376,6614.676614666,0.010906000170507468
1,url,http://id-crescent-uni-verify.ga/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676616812,6614.6766277,0.010887999451369978
1,url,https://crescentuni-portal.ga/docs/view?id=33,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676629821,6614.676640544,0.010723000741563737
1,url,http://login.secure.crescent-uni-id.tk/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676642808,6614.676653771,0.010963000022456981
1,url,http://203.0.113.127:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676655967,6614.676668374,0.012406999303493649
1,url,http://203.0.113.226/login/verify?id=36,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676670439,6614.676682629,0.01219000023411354
1,url,http://crescentuniversity.edu.ng@crescentuni-verify-37.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676684727,6614.676695448,0.010720999853219837
1,url,http://secure-crescent-verify.ml/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676697599,6614.676708422,0.01082299968402367
1,url,https://crescent-portal.work/docs/view?id=39,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676710531,6614.676722188,0.011656999959086534
1,url,http://login.secure.crescent-id.ga/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676726288,6614.6767378,0.011512000128277577
1,url,http://203.0.113.244:9090/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676739996,6614.676752542,0.01254600010724971
1,url,http://203.0.113.137/login/verify?id=42,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676754609,6614.676784448,0.02983899958053371
1,url,http://crescentuniversity.edu.ng@crescent-uni-verify-43.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.67678698,6614.676798327,0.011347000508976635
1,url,http://login-crescentuni-alerts.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676828585,6614.676843078,0.014492999980575405
1,url,https://crescent-uni-portal.gq/docs/view?id=45,phishing,PHISHING,5,4,U3;U6,True,block_redirect,True,6614.676845579,6614.676856816,0.011236999853281304
1,url,http://login.secure.crescentuni-id.xyz/verify,phishing,PHISHING,7,4,U3;U4;U5;U6,True,block_redirect,True,6614.676858882,6614.676870681,0.011799000276369043
1,url,http://203.0.113.32:8080/verify,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676872815,6614.676885375,0.012559999959194101
1,url,http://198.51.100.88/login/verify?id=48,phishing,PHISHING,4,4,U1;U5,True,block_redirect,True,6614.676887465,6614.676899793,0.012328000593697652
1,url,http://crescentuniversity.edu.ng@crescent-verify-49.tk/reset,phishing,PHISHING,9,4,U2;U3;U5;U6,True,block_redirect,True,6614.676901839,6614.676912736,0.010897000720433425
1,url,http://id-crescent-uni-verify.cf/account,phishing,PHISHING,6,4,U3;U5;U6,True,block_redirect,True,6614.676919816,6614.676931414,0.011598000128287822
1,url,https://portal.crescentuniversity.edu.ng/resource/1,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.676935732,6614.676947873,0.012141000297560822
1,url,https://drive.crescentuniversity.edu.ng/resource/2,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.676950021,6614.67696164,0.011618999451457057
1,url,https://portal.crescentuniversity.edu.ng/resource/3,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.676963714,6614.67697522,0.011506000191729981
1,url,https://accounts.google.com/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.676977191,6614.676988505,0.011313999493722804
1,url,https://drive.crescentuniversity.edu.ng/resource/5,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.676990598,6614.677002061,0.01146300019172486
1,url,https://portal.crescentuniversity.edu.ng/resource/6,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677004148,6614.677015601,0.011452999387984164
1,url,https://library.crescentuniversity.edu.ng/resource/7,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677017767,6614.677029226,0.011459000234026462
1,url,https://www.wikipedia.org/wiki/Security,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677031266,6614.677042703,0.011436999557190575
1,url,https://mail.crescentuniversity.edu.ng/resource/9,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677044752,6614.67705635,0.011598000128287822
1,url,https://registrar.crescentuniversity.edu.ng/resource/10,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677065121,6614.677077104,0.011983000149484724
1,url,https://bursary.crescentuniversity.edu.ng/resource/11,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677079462,6614.677090903,0.011441000424383674
1,url,https://zoom.us/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677092895,6614.677104047,0.01115200029744301
1,url,https://hostel.crescentuniversity.edu.ng/resource/13,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677106135,6614.677117506,0.011371000255167019
1,url,https://registrar.crescentuniversity.edu.ng/resource/14,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677119623,6614.677130961,0.01133800014940789
1,url,https://mail.crescentuniversity.edu.ng/resource/15,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677132975,6614.677144334,0.011359000382071827
1,url,https://accounts.google.com/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677146401,6614.677157707,0.011306000487820711
1,url,https://elearning.crescentuniversity.edu.ng/resource/17,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677159845,6614.677171202,0.011357000403222628
1,url,https://elearning.crescentuniversity.edu.ng/resource/18,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677173219,6614.677184525,0.01130599957832601
1,url,https://hostel.crescentuniversity.edu.ng/resource/19,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.67718653,6614.677197919,0.011389000064809807
1,url,https://accounts.google.com/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677202226,6614.677213862,0.011635999726422597
1,url,https://hostel.crescentuniversity.edu.ng/resource/21,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677215968,6614.677227773,0.011804999303421937
1,url,https://exams.crescentuniversity.edu.ng/resource/22,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677229805,6614.677241289,0.011484000424388796
1,url,https://registrar.crescentuniversity.edu.ng/resource/23,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677243272,6614.677254663,0.011391000043659005
1,url,https://www.wikipedia.org/wiki/Security,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677256656,6614.677267869,0.01121300010709092
1,url,https://drive.crescentuniversity.edu.ng/resource/25,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677269946,6614.677281335,0.011389000064809807
1,url,https://exams.crescentuniversity.edu.ng/resource/26,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677283338,6614.6772948,0.011461999747552909
1,url,https://library.crescentuniversity.edu.ng/resource/27,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677297152,6614.677308528,0.011375999747542664
1,url,https://www.microsoft.com/en-us/security,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677310524,6614.677321856,0.011332000212860294
1,url,https://exams.crescentuniversity.edu.ng/resource/29,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677323952,6614.677335307,0.01135500042437343
1,url,https://hostel.crescentuniversity.edu.ng/resource/30,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677339238,6614.677350943,0.011705000360962003
1,url,https://portal.crescentuniversity.edu.ng/resource/31,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677352984,6614.677364461,0.01147700004366925
1,url,https://zoom.us/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.67736645,6614.677377585,0.01113500002247747
1,url,https://drive.crescentuniversity.edu.ng/resource/33,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677379681,6614.677391088,0.011406999874452595
1,url,https://portal.crescentuniversity.edu.ng/resource/34,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677393302,6614.677404675,0.011372999324521516
1,url,https://exams.crescentuniversity.edu.ng/resource/35,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677406694,6614.677418015,0.01132099987444235
1,url,https://zoom.us/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677421931,6614.677433326,0.011395000001357403
1,url,https://library.crescentuniversity.edu.ng/resource/37,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677435391,6614.677446724,0.011333000657032244
1,url,https://drive.crescentuniversity.edu.ng/resource/38,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677448831,6614.67746022,0.011389000064809807
1,url,https://registrar.crescentuniversity.edu.ng/resource/39,legitimate,LEGITIMATE,1,4,U4,False,allow,True,6614.677462383,6614.677473757,0.011374000678188168
1,url,https://accounts.google.com/signin,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677477922,6614.677489514,0.011591999282245524
1,landing_page,clean_baseline_portal.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677491672,6614.677501657,0.009985000360757113
1,landing_page,clean_variant_sso.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677503864,6614.677512071,0.008207000064430758
1,landing_page,phish_variant_cross_domain_post.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,6614.677514184,6614.677521631,0.007446999916282948
1,landing_page,phish_variant_hidden_fields.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,6614.677523741,6614.677530993,0.007251999704749323
1,landing_page,gen_clean_001.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677533178,6614.677539674,0.006496000423794612
1,landing_page,gen_clean_002.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677541689,6614.677547993,0.0063040006352821365
1,landing_page,gen_clean_003.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677550007,6614.677556312,0.006305000169959385
1,landing_page,gen_clean_004.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677558312,6614.677564638,0.006326000402623322
1,landing_page,gen_clean_005.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677566649,6614.67757295,0.006300999302766286
1,landing_page,gen_clean_006.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677577068,6614.677583956,0.0068879999162163585
1,landing_page,gen_clean_007.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677585972,6614.677592338,0.006365999979607295
1,landing_page,gen_clean_008.html,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.67759438,6614.67760068,0.006299999768089037
1,landing_page,gen_phish_001.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,6614.677602807,6614.677609844,0.007036999704723712
1,landing_page,gen_phish_002.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,6614.677612082,6614.677620018,0.007935999747132882
1,landing_page,gen_phish_003.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,6614.677622748,6614.677632353,0.009604999831935856
1,landing_page,gen_phish_004.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,6614.677635056,6614.677643075,0.008018999324121978
1,landing_page,gen_phish_005.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,6614.677645262,6614.677653778,0.008515999979863409
1,landing_page,gen_phish_006.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,6614.67765595,6614.677662704,0.006753999514330644
1,landing_page,gen_phish_007.html,phishing,PHISHING,7,4,L1;L2,True,reject_submission,True,6614.677664728,6614.67767155,0.006821999704698101
1,landing_page,gen_phish_008.html,phishing,PHISHING,4,4,L1,True,reject_submission,True,6614.677675501,6614.677682399,0.006898000719957054
2,email,gen_legit_016_ict.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677687497,6614.677807858,0.12036099997203564
2,email,gen_legit_017_bursary.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677810627,6614.677888622,0.07799499962857226
2,email,gen_legit_018_security.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677894636,6614.677973513,0.07887700030551059
2,email,gen_legit_019_registrar.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.677975572,6614.678058122,0.08255000011558877
2,email,gen_legit_020_examsoffice.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678060181,6614.678134396,0.0742150004953146
2,email,gen_legit_021_scholarship.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678136577,6614.678206204,0.06962699990253896
2,email,gen_legit_022_hostel.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678208349,6614.678278044,0.06969500009290641
2,email,gen_legit_023_vc.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678280147,6614.678351885,0.07173799986048834
2,email,gen_legit_024_timetable.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678354058,6614.678419223,0.06516499979625223
2,email,gen_legit_025_ictupdate.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.67842351,6614.678492416,0.06890599979669787
2,email,gen_legit_026_library.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678494494,6614.678557864,0.06337000013445504
2,email,gen_legit_027_survey.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678559914,6614.678633055,0.07314100002986379
2,email,gen_legit_028_convocation.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678635058,6614.678733913,0.09885500003292691
2,email,gen_legit_029_sug.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678737017,6614.678840955,0.10393800039310008
2,email,gen_legit_030_transcript.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678843723,6614.678912823,0.06910000047355425
2,email,gen_legit_046_ict.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.678914823,6614.67899389,0.07906700011517387
2,email,gen_legit_047_bursary.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.67899589,6614.679070558,0.07466799979738425
2,email,gen_legit_048_security.eml,legitimate,LEGITIMATE,0,4,,False,allow,True,6614.679072725,6614.679150793,0.07806800022081006
